,UP0042HHT1,UR16_2319_HP160021451_A,id,filtered,order,chrom,genStart,genEnd,SD,length
0,0.04010209778384288,0.0,1,False,False,1,18000001.0,30500000.0,0.028356465282761322,12500000.0
1,-0.002947903277915387,0.0,2,False,False,1,31500001.0,58000000.0,0.0020844823980960218,26500000.0
2,-0.08290555113841958,0.0,3,False,False,1,63000001.0,78500000.0,0.05862307740798458,15500000.0
3,0.005737009339277677,0.0,4,False,False,1,83000001.0,103000000.0,0.004056678207533799,20000000.0
4,-0.08450448938409494,0.0,5,False,False,1,104500001.0,116000000.0,0.05975369748420015,11500000.0
5,-0.0027777709820888674,0.0,6,False,False,1,162000001.0,230000000.0,0.001964180698018254,68000000.0
6,0.003513220923103244,0.0,7,False,False,2,6500001.0,23500000.0,0.002484222338532766,17000000.0
7,-0.5045035211442679,0.0,8,True,True,2,28000001.0,40500000.0,0.3567378609336026,12500000.0
8,0.010642441920175827,0.0,9,False,False,2,43000001.0,69500000.0,0.007525342850140309,26500000.0
9,0.057681133517019756,0.0,10,False,False,2,69500001.0,155000000.0,0.04078672065641132,85500000.0
10,0.06176734495445524,0.0,11,False,False,2,155000001.0,167500000.0,0.04367610847318398,12500000.0
11,-1.0727463054168558,0.0,12,True,True,2,168000001.0,201000000.0,0.758546187053074,33000000.0
12,0.05479001557282359,0.0,13,False,False,2,217500001.0,230000000.0,0.0387423915528601,12500000.0
13,0.006767133833235128,0.0,14,False,False,3,1.0,19500000.0,0.004785086222677475,19500000.0
14,-0.048494834019829014,0.0,15,False,False,3,20000001.0,38500000.0,0.03429102598793717,18500000.0
15,-0.10438927104545659,0.0,16,False,False,3,41000001.0,55000000.0,0.07381436143936287,14000000.0
16,0.04497029876733549,0.0,17,False,False,3,55500001.0,88000000.0,0.03179880321036797,32500000.0
17,0.07931212521082553,0.0,18,False,False,3,88500001.0,105000000.0,0.05608214156689127,16500000.0
18,0.361858293913945,0.0,19,True,True,3,105000001.0,121000000.0,0.2558724534551453,16000000.0
19,-0.22908285308629583,0.0,20,True,True,3,137500001.0,185000000.0,0.1619860388708814,47500000.0
20,-0.27601734988031446,0.0,21,True,True,3,185000001.0,197500000.0,0.19517373982551026,12500000.0
21,-0.8920832028084138,0.0,22,True,True,4,19500001.0,30500000.0,0.6307980820884436,11000000.0
22,0.22045679935641216,0.0,23,True,True,4,30500001.0,56000000.0,0.15588649778360114,25500000.0
23,-0.21021998820745003,0.0,24,True,True,4,56500001.0,94500000.0,0.14864797920244396,38000000.0
24,0.18407500613742345,0.0,25,True,True,4,103500001.0,142000000.0,0.13016068508672748,38500000.0
25,0.025115336647673292,0.0,26,False,False,4,142500001.0,175500000.0,0.017759224855352796,33000000.0
26,-0.015352550984950586,0.0,27,False,False,4,175500001.0,190000000.0,0.01085589290997077,14500000.0
27,0.05902877040137744,0.0,28,False,False,5,17000001.0,39000000.0,0.04173964383591775,22000000.0
28,0.10256679655640855,0.0,29,False,False,5,53000001.0,78500000.0,0.07252567736961751,25500000.0
29,0.12977995099703687,0.0,30,False,False,5,79000001.0,120000000.0,0.09176828341206261,41000000.0
30,0.15188065137939977,0.0,31,True,True,5,133500001.0,160000000.0,0.10739583852140354,26500000.0
31,0.1855807351972132,0.0,32,True,True,5,161000001.0,180500000.0,0.13122539631553445,19500000.0
32,-0.14826264965105906,0.0,33,True,True,6,500001.0,170500000.0,0.10483752496494918,170000000.0
33,0.05799018910114029,0.0,34,False,False,7,1.0,23000000.0,0.04100525595570652,23000000.0
34,-0.6298165058398659,0.0,35,True,True,7,23000001.0,34000000.0,0.445347522182586,11000000.0
35,0.38379112178922625,0.0,36,True,True,7,73000001.0,93500000.0,0.271381304776354,20500000.0
36,-0.5242998648431918,0.0,37,True,True,7,93500001.0,117500000.0,0.3707359898058113,24000000.0
37,0.02253353878667763,0.0,38,False,False,7,117500001.0,131500000.0,0.01593361808018984,14000000.0
38,-0.6873591068667544,0.0,39,True,True,7,136000001.0,159000000.0,0.48603628557581086,23000000.0
39,0.06321364004476338,0.0,40,False,False,8,500001.0,43000000.0,0.04469879353913767,42500000.0
40,0.06392117374790818,0.0,41,False,False,8,58500001.0,99500000.0,0.04519909541854939,41000000.0
41,1.1984245739659762,0.0,42,True,True,8,111000001.0,124000000.0,0.847414142991941,13000000.0
42,0.9300731096370818,0.0,43,True,True,8,128500001.0,146000000.0,0.6576610028236398,17500000.0
43,0.014349762893407059,0.0,44,False,False,9,500001.0,24000000.0,0.010146814650347225,23500000.0
44,-0.00769759332835851,0.0,45,False,False,9,24000001.0,38500000.0,0.0054430204412986285,14500000.0
45,-0.022610460797829468,0.0,46,False,False,9,71000001.0,99500000.0,0.015988010155897812,28500000.0
46,-0.0027026631414814872,0.0,47,False,False,9,109500001.0,124500000.0,0.001911071434604497,15000000.0
47,-0.9816779751103142,0.0,48,True,True,10,5500001.0,17500000.0,0.694151153141982,12000000.0
48,-0.5841954690571631,0.0,49,True,True,10,19000001.0,30000000.0,0.41308857770877594,11000000.0
49,0.03681989758756643,0.0,50,False,False,10,49500001.0,77000000.0,0.026035599266762424,27500000.0
50,-0.22687191253055794,0.0,51,True,True,10,77500001.0,96500000.0,0.16042266781111877,19000000.0
51,0.07106602720460575,0.0,52,False,False,10,108000001.0,134000000.0,0.05025126974836439,26000000.0
52,-0.13388849633008926,0.0,53,False,False,11,500001.0,22000000.0,0.0946734636778763,21500000.0
53,0.16179392443151563,0.0,54,True,True,11,23000001.0,61500000.0,0.11440558112030853,38500000.0
54,-0.10243104243493395,0.0,55,False,False,11,74000001.0,88500000.0,0.07242968470974881,14500000.0
55,-0.18614707198857072,0.0,56,True,True,11,90000001.0,115000000.0,0.1316258569011388,25000000.0
56,-0.17279645776696206,0.0,57,True,True,11,122000001.0,134500000.0,0.12218554705203374,12500000.0
57,-0.002840998308567322,0.0,58,False,False,12,49000001.0,63500000.0,0.002008889169327465,14500000.0
58,-0.04899952250800377,0.0,59,False,False,12,63500001.0,85500000.0,0.03464789464031233,22000000.0
59,-0.06331125927611714,0.0,60,False,False,12,86000001.0,108500000.0,0.04476782075960214,22500000.0
60,-0.4090617818132771,0.0,61,True,True,12,108500001.0,127500000.0,0.2892503598444202,19000000.0
