,UH18_22546,UP0055_HHE2.combined,UP0055_HHE1.combined,UH16_300,id,filtered,order,chrom,genStart,genEnd,SD
0,0.7153900144435617,0.7362267258284527,0.6404788821615741,0.0,1,True,True,1,9500001.0,28000000.0,0.35109820076114345
1,0.11926572396982271,0.09743497016461733,0.06711422957512458,0.0,2,False,False,1,29000001.0,110500000.0,0.051911714819238515
2,-0.415072201395861,-0.09781072021672177,-0.1475637037823092,0.0,3,False,False,1,118000001.0,165000000.0,0.17755701411659103
3,-0.313787517916164,0.3740278594615234,0.2454465274907729,0.0,4,True,False,1,165000001.0,182000000.0,0.30289840344872315
4,-1.7435242992637914,-1.1106269727943205,-1.0798665380400383,0.0,5,False,False,1,182500001.0,193000000.0,0.7235000488960562
5,-1.3346299332268647,-0.8408923426301689,-0.80076503085724,0.0,6,False,False,1,193000001.0,206000000.0,0.5522650608104377
6,-0.847600598367011,-0.22032225945640627,-0.17520398385036118,0.0,7,True,True,1,212000001.0,224000000.0,0.37028098438828533
7,0.21629346734569088,0.5056654517101893,0.2925066113034229,0.0,8,False,False,1,229000001.0,248500000.0,0.20877056996785365
8,-1.4439135156177105,-1.8292093259434672,-1.788145049119919,0.0,9,False,False,2,7000001.0,15000000.0,0.8610550795553592
9,-1.6493193333749865,-1.6023825762485542,-1.2160735544019783,0.0,10,False,False,2,15000001.0,58500000.0,0.7695160112235514
10,0.016587245259191752,0.10387239341595156,0.4161444294514671,0.0,11,False,False,2,58500001.0,236000000.0,0.19343803099031218
11,-1.082782745615105,-0.6594236311578621,-0.6972061602203068,0.0,12,True,True,3,4000001.0,12000000.0,0.4493220997496707
12,-0.7677667547019817,0.0010796991036099435,0.19087006719838584,0.0,13,True,False,3,28500001.0,39000000.0,0.4254437044214649
13,-0.15959588511311473,0.09321786399106613,0.22894314981075103,0.0,14,False,False,3,40000001.0,59000000.0,0.16326719132653872
14,-0.6548572527747023,-0.09762848120840872,0.08837728122398847,0.0,15,True,False,3,59500001.0,115500000.0,0.33462410574389584
15,-0.839584114226597,-0.3039248036042781,-0.030620400188619445,0.0,16,True,True,3,117000001.0,133500000.0,0.38882921107560786
16,1.4269382788063583,1.3143091936957925,1.9458684579893761,0.0,17,False,False,3,136000001.0,197500000.0,0.8281911267912389
17,-0.3442445570004262,0.019489191213114543,0.1691102763343615,0.0,18,False,False,4,5000001.0,172000000.0,0.21712214741380093
18,-0.29104867556031633,-0.07741192884602222,0.14079170956881826,0.0,19,False,False,4,172000001.0,186000000.0,0.18033853566487287
19,1.611649765382419,1.591841756862757,1.5717720716542516,0.0,20,False,False,5,500001.0,8500000.0,0.796043757711868
20,1.4534799998309236,1.3939525892927973,1.6124250928660886,0.0,21,False,False,5,10500001.0,41000000.0,0.7490082276601797
21,-0.03302019714178561,0.10224367054967098,0.5119863858584681,0.0,22,True,False,5,50500001.0,65000000.0,0.2511459972234375
22,1.3711653545131313,1.4789859869746862,1.867216228424839,0.0,23,False,False,5,65500001.0,112000000.0,0.8145758048133146
23,0.325152004782844,0.39837781738436995,0.7302645243833532,0.0,24,True,False,5,112000001.0,142500000.0,0.2996305984905883
24,0.2964116710947986,0.5743623642633391,0.840607867771465,0.0,25,True,False,5,143000001.0,180500000.0,0.3615552456692233
25,0.8462924944990933,0.6319406983982705,1.0773351965549445,0.0,26,True,False,6,500001.0,21000000.0,0.4631337855601073
26,-0.44534097731589783,-0.6772943806471761,-0.30364598617223404,0.0,27,True,False,6,33000001.0,170500000.0,0.2832475542079309
27,-0.3244572101555552,-0.2791556284219996,-0.16900850193523298,0.0,28,False,False,7,1.0,55500000.0,0.14437022531678173
28,-0.5895842710861485,-0.39861904542912274,-0.2023720724712197,0.0,29,True,True,7,67000001.0,143000000.0,0.2537017754452546
29,-0.9982383097457355,-0.982393853860855,-0.8696756353145103,0.0,30,True,True,7,148500001.0,159000000.0,0.47848701851415304
30,-0.06260344434924292,-0.09277952132607359,-0.13097991370743012,0.0,31,False,False,8,500001.0,8500000.0,0.055323424648743395
31,-0.3827772961151312,-0.33127546450308487,-0.38928074812351365,0.0,32,False,False,8,8500001.0,43000000.0,0.18571051377925432
32,-1.1474786042037926,-0.8838078210768021,-0.8634938978296072,0.0,33,True,True,8,48000001.0,72500000.0,0.4995020332038952
33,-0.3368911471470166,-0.26491899383823636,-0.19221038072264385,0.0,34,False,False,8,72500001.0,119500000.0,0.14491997970894127
34,3.6118602691613244,2.5602194916059364,3.1230774374225323,0.0,35,False,False,8,123000001.0,137500000.0,1.607677858954532
35,-0.1614984756404645,-0.019826335792094918,0.11546965044413748,0.0,36,False,False,8,137500001.0,146000000.0,0.11361316801853437
36,0.13461291225742067,0.20098047567287813,0.28648938697429394,0.0,37,False,False,9,500001.0,140500000.0,0.12089004906494935
37,-0.5957485846355373,-0.5353925791847676,-0.5113623293302296,0.0,38,True,True,10,1.0,28000000.0,0.2760426238503001
38,-0.5365133984918915,-0.1491288087536391,0.10540948881629664,0.0,39,True,False,10,29000001.0,68500000.0,0.28108698938831905
39,-0.6181724984690309,-0.287827094130813,-0.11678812853872378,0.0,40,True,True,10,69000001.0,134000000.0,0.2690089591561672
40,0.5061119939536958,0.6711122017432272,0.6047611020726296,0.0,41,True,False,11,500001.0,21500000.0,0.3046358634861295
41,1.5521268624948696,1.5810205039271894,1.50571931563137,0.0,42,False,False,11,22000001.0,41500000.0,0.7737663870349598
42,-0.27684478155612435,-0.1519529425647992,-0.1635511606921134,0.0,43,False,False,11,47000001.0,98000000.0,0.11366971402252045
43,0.7245012368732584,0.7768467494556397,0.6239098964263481,0.0,44,True,True,11,98500001.0,131000000.0,0.35985006422864657
44,-2.605859209000789,-2.4912754094386784,-2.1246670293658525,0.0,45,False,False,12,1000001.0,11000000.0,1.2210051335438739
45,-2.1091205793669583,-2.335718406258107,-2.141690291258749,0.0,46,False,False,12,14500001.0,30500000.0,1.102302955407784
46,-1.3753319973589155,-1.0045061689206918,-0.8095240181110666,0.0,47,False,False,12,51500001.0,113000000.0,0.5810599786747099
47,-1.2933478375957754,-0.6819548567449503,-0.5747192435747337,0.0,48,False,False,12,114000001.0,125000000.0,0.5299246152753803
48,-0.1347481923281013,-0.888301004216586,-0.6113202393802908,0.0,49,True,False,13,20500001.0,42000000.0,0.4135848648231821
49,-0.30549447451159506,-0.883198862612323,-0.3935100795256532,0.0,50,True,False,13,42000001.0,58500000.0,0.366230972043012
50,-0.18149340439710393,-0.8405656887131165,-0.4849769528394665,0.0,51,True,False,13,59500001.0,72000000.0,0.36828601508381315
51,-0.3690766732606794,-0.7221815452067735,-0.26780525330961336,0.0,52,True,False,13,73000001.0,80500000.0,0.29873067502515616
52,-0.38586668613354114,-0.9978540058552903,-0.6159518100410915,0.0,53,True,False,13,80500001.0,96000000.0,0.4180629218663838
53,0.8275890657627167,-0.26087434214362926,-0.19499889490915745,0.0,54,True,False,13,97500001.0,108000000.0,0.5021422404214078
54,0.3514976989057015,0.33396313601082306,0.4026947929664404,0.0,55,False,False,14,20500001.0,106000000.0,0.18368853820995343
55,0.12137148536379194,0.14590627372785137,0.2374846570026239,0.0,56,False,False,15,24000001.0,101500000.0,0.09784744300675965
56,-0.0014828130595505584,0.17678560256868514,0.10615947190464659,0.0,57,False,False,16,500001.0,22500000.0,0.08702476723166457
57,-1.957332421647812,-1.9811086486721043,-1.8872797587678758,0.0,58,False,False,16,47000001.0,70000000.0,0.9717699967782488
58,-1.049054130213251,-1.3226763806953028,-1.342232170082027,0.0,59,True,False,16,74500001.0,90000000.0,0.6332968960453772
59,0.8097502181662437,1.0463514220821064,1.0304853617060814,0.0,60,True,False,17,5500001.0,17500000.0,0.4930688474716186
60,0.10838173391808459,0.3680863453564456,0.5837154101831521,0.0,61,True,False,17,17500001.0,39500000.0,0.2626534980670501
61,0.7540403740977466,1.0601356495757577,1.1940530845844426,0.0,62,True,False,17,45000001.0,81000000.0,0.534124410642909
62,-0.3081873039945242,-0.4575487686600881,-0.44767674680573966,0.0,63,False,False,18,500001.0,33000000.0,0.21342609342866697
63,-0.29258686188922534,-0.20980876233816392,-0.15588279020662466,0.0,64,False,False,18,33000001.0,68500000.0,0.12327964830581929
64,-0.1655230657207729,-0.416080905578436,-0.4521214081768925,0.0,65,False,False,18,68500001.0,78077248.0,0.21431124792474027
65,-0.11617734766470966,-0.12125826064420608,0.09366425094186637,0.0,66,False,False,19,1000001.0,16000000.0,0.10296631000732716
66,0.4302397425739999,0.1575999737902709,0.03382772137033463,0.0,67,False,False,19,30000001.0,46500000.0,0.19533791386301788
